wint_season,Pine Siskin,Red-breasted Nuthatch,Evening Grosbeak,Pine Grosbeak,Purple Finch,redpoll sp.,Red Crossbill,White-winged Crossbill
1983,-1.9891578312061018,-0.25791654557117744,-2.288085925462368,-0.8313889333570443,-0.3463410163175791,-1.0951218216549208,-0.20383057508107605,-1.6101725786497134
1984,0.368136686697131,0.040631448241640604,0.518283158226547,0.2612705143736786,-0.07082828601896972,-1.0670342680368083,0.03182706730878259,-0.45751864832156275
1985,-0.008887368362302094,1.3559583300754847,1.2401356821565788,2.5015942430280322,0.5987223492334917,1.0775463377616572,2.3951574120754553,1.7830292528655203
1986,0.08584928628422506,0.30945407620140924,-0.3195050614134218,-0.20518236113173077,-1.215796061006543,1.1307137948641466,0.45440268261178296,3.420739218990001
1987,-0.23090157023005226,0.2934029887708223,0.3317323769483801,-0.14586338428207868,1.0091286635327148,-0.001664351039827868,-1.92860483612745,-0.6161808434948398
1988,0.2910997486901803,0.3639281879108626,1.235071577229237,0.5151209387637828,-0.8435213838965214,-0.014616787272518866,1.2441184647652173,0.21009410243473417
1989,-0.047427447841662834,-1.3840799088448619,0.31024809001331183,-1.244028321452362,-0.8271756138288338,-0.661945089950211,-0.23929070253502333,-1.089597547923798
1990,0.6696352485221302,-0.3489130192931719,0.6551139778904135,0.10920888707924224,2.2193591521557825,1.647727616307232,-0.8220136072412042,0.15095494450552624
1991,-1.3282543613830688,0.5625655631929498,0.6335829913027369,-1.4899311707979843,1.5383413107699904,-0.23393751581958902,-0.174083086139659,-0.10747463303501655
1992,-0.38292077006684466,-0.7198407086319314,0.1230394090255439,-0.07225002783074064,-0.4126473857848117,0.667785302247137,0.554320193340734,0.5401801000609899
1993,1.7751092919894698,0.025970027366385703,0.9093775338557678,0.5276264903484228,-0.6854421439664146,0.5143484045441096,-0.47924460226746507,-0.8881930925719463
1994,0.26521411744619694,-0.5648767185952429,-0.7202394030265177,-0.7418455967826353,-0.13916787328838637,-0.3913655706048199,-0.3356819076888536,0.8578385513948839
1995,0.3712312769579406,-0.4962632742341445,1.0316326211044133,1.3442245384363383,0.8152166256541964,-0.9979436933873664,-0.08221536269305857,-1.1231375395298777
1996,0.5648126335965817,-0.6362767059780916,-0.6094383217141114,-0.3113098501157459,1.2718726656150172,-0.2644068399652469,-0.5097922653789134,0.7941449120844578
1997,0.2874315016054304,2.3391674910236597,1.7343818512615097,0.7694497467747697,0.04350037792044761,-0.8246105666331771,2.471414776982984,0.007866155169524854
1998,-0.8367721784609947,-0.5295774575885095,-1.9116766930482614,-0.20091357437734023,-1.838553490127105,-0.41109110557272854,0.25106576048832135,0.7823253480665039
1999,1.0662649927831216,0.8885401238361004,0.6299735408396423,0.5364098640264084,0.45206046230465463,-1.1791373850703828,-0.9373261682404854,-0.23109504147398027
2000,-1.1045546135283866,-1.5352049720318344,-1.1544873653981476,-1.241900845965389,-0.05135918501230969,0.09630987249847102,-0.7094442930638016,-0.6262539252981886
2001,0.6607664532726744,0.7948051836298177,0.7734776660768177,-0.7749245216577038,-1.4822280363837654,-1.299027250335171,1.0087786455071868,-0.7632834363477171
2002,1.7144923846719597,-0.06144547845443482,-0.37141468025089053,0.40180003772191863,-0.29669529248780174,2.467551618461259,-0.09725943175040219,-0.315550953808239
2003,-0.5140718805768169,0.15273041488013525,-0.08954192156097177,-1.0736884175706451,-0.9569249957110972,-1.2708271033330134,-0.5829620189124203,0.41658217862186664
2004,-2.163303626658304,-1.9799944086122123,-1.6151360295347592,-0.7904738941103066,-1.7683749972745793,0.5200340976719143,-1.1280841184335,-0.3448698769381094
2005,1.1135735879923019,1.9027364938370919,0.2990744342695858,1.699812742817948,0.2824707682356206,1.1342250770341658,1.485092611375727,0.0874753252365748
2006,-0.7941916446112192,-1.3791112456904864,-1.141730784809398,-1.345057789154423,0.019405564759523118,-1.6455803673804095,-0.1980842834536917,0.0027945226323962194
2007,-1.066845158892889,-0.2716650599234655,-1.0772091672491817,0.7829812986105462,1.3068292622927584,0.981423112126289,-0.07892235145138754,-0.18122901787868428
2008,0.5318881976910269,1.361033581425778,-0.5013988828690076,-0.8691060596107196,0.09718284665161728,0.37538174104224414,0.7378537885598916,0.0755704521465018
2009,1.4037718931916026,0.02313259040695634,-0.10557351151141957,1.437550410902103,-0.7496515568855088,0.055357754799072297,-0.051794574719694134,1.022842877981789
2010,-0.11178649238125271,-0.09971027012445421,-0.18851508942876313,0.07747976290986588,-0.6012398707371226,-0.3321845575339557,-1.0554761861585942,-0.9302880372748336
